-11.526266,-13.357688,-13.415623,-15.128287,-9.263161,-8.558992,-13.9663,-10.3814945,-12.166954,-11.834872,-12.7767105,-11.543211,-8.010012,-9.400608,-12.9119835,-11.934471,-12.4165945,-9.787666,-11.968698,-11.512453
-8.541533,-15.326907,-10.191934,-8.716827,-11.53881,-10.5643015,-12.703248,-13.3792095,-13.769472,-8.181244,-13.008484,-13.6710615,-9.051194,-9.441424,-14.072012,-6.435347,-14.910832,-12.415667,-13.544873,-12.114672
-12.725954,-15.1905365,-9.083939,-7.8724465,-13.047315,-10.565002,-15.64191,-7.263859,-13.5311575,-12.909637,-9.483234,-11.309416,-13.57578,-11.485634,-12.966053,-13.69924,-12.875103,-8.807969,-13.870632,-13.5028715
-14.688936,-8.661132,-16.110207,-11.875545,-10.450444,-10.367996,-16.819267,-10.877171,-12.375928,-15.115956,-14.944954,-14.447618,-15.679436,-12.486775,-14.836951,-15.417195,-10.86654,-15.03548,-14.450237,-12.744739
-15.160354,-11.968166,-17.054546,-11.092009,-16.177515,-12.781438,-10.929783,-16.967813,-17.005533,-10.945222,-16.95726,-15.261646,-16.983728,-11.7065935,-12.977284,-10.818298,-10.892702,-12.374962,-10.29113,-14.160217
-13.456097,-8.363957,-16.623293,-15.417286,-9.562931,-12.392294,-12.678351,-15.586581,-15.076005,-10.311525,-12.733169,-13.820303,-15.548932,-12.272054,-10.696632,-16.08043,-14.017065,-14.616698,-15.35569,-12.307753
-12.210312,-15.879053,-15.465584,-13.15763,-11.324439,-18.029655,-16.897106,-15.930157,-13.727969,-16.576685,-12.511305,-16.33991,-13.816136,-14.783515,-13.030243,-17.229143,-11.333723,-12.480118,-15.51919,-13.405891
-14.309985,-11.280725,-12.436718,-9.454926,-12.665352,-10.786553,-17.014975,-14.013349,-14.238104,-14.799679,-13.563592,-14.295428,-12.534243,-14.504646,-10.42148,-13.187618,-13.243712,-13.431976,-8.824048,-13.073922
-7.561931,-13.333414,-7.4127774,-7.892598,-12.458282,-13.407596,-9.208811,-13.235553,-8.7126,-14.080615,-12.137976,-9.303848,-15.742956,-13.425034,-13.096058,-13.651123,-10.7585535,-10.558462,-8.167101,-12.959953
-13.877313,-14.33172,-14.616455,-10.317637,-16.394157,-11.207767,-15.634999,-15.499855,-15.780085,-15.8384905,-15.856034,-10.593155,-10.785528,-10.257877,-11.778098,-15.780781,-13.583243,-15.591403,-16.688168,-17.645472
-14.418239,-17.301657,-9.715081,-10.55347,-9.930592,-15.771251,-9.917339,-14.390107,-15.469537,-11.811968,-11.572532,-15.122389,-16.256245,-14.008953,-15.67142,-16.95088,-10.2272415,-11.832969,-12.220803,-14.568266
